# Amorphous Carbon according to Ashok.
#
# Wavelengths are in meters.
#
#Wavelength,Re(EPS),Im(EPS)
2.5800000e-05,2.2908929e+00,1.3267472e-03
2.5850000e-05,2.2908773e+00,1.3244551e-03
2.5900000e-05,2.2908615e+00,1.3222017e-03
2.5950000e-05,2.2908456e+00,1.3199877e-03
2.6000000e-05,2.2908296e+00,1.3178136e-03
2.6050000e-05,2.2908135e+00,1.3156802e-03
2.6100000e-05,2.2907973e+00,1.3135881e-03
2.6150000e-05,2.2907810e+00,1.3115380e-03
2.6200000e-05,2.2907647e+00,1.3095305e-03
2.6250000e-05,2.2907483e+00,1.3075664e-03
2.6300000e-05,2.2907318e+00,1.3056461e-03
2.6350000e-05,2.2907154e+00,1.3037705e-03
2.6400000e-05,2.2906989e+00,1.3019402e-03
2.6450000e-05,2.2906825e+00,1.3001558e-03
2.6500000e-05,2.2906661e+00,1.2984180e-03
2.6550000e-05,2.2906497e+00,1.2967274e-03
2.6600000e-05,2.2906334e+00,1.2950848e-03
2.6650000e-05,2.2906172e+00,1.2934907e-03
2.6700000e-05,2.2906010e+00,1.2919459e-03
2.6750000e-05,2.2905850e+00,1.2904509e-03
2.6800000e-05,2.2905690e+00,1.2890065e-03
2.6850000e-05,2.2905532e+00,1.2876133e-03
2.6900000e-05,2.2905376e+00,1.2862720e-03
2.6950000e-05,2.2905221e+00,1.2849832e-03
2.7000000e-05,2.2905068e+00,1.2837476e-03
2.7050000e-05,2.2904916e+00,1.2825658e-03
2.7100000e-05,2.2904767e+00,1.2814386e-03
2.7150000e-05,2.2904620e+00,1.2803665e-03
2.7200000e-05,2.2904475e+00,1.2793502e-03
2.7250000e-05,2.2904333e+00,1.2783904e-03
2.7300000e-05,2.2904194e+00,1.2774878e-03
2.7350000e-05,2.2904057e+00,1.2766429e-03
2.7400000e-05,2.2903923e+00,1.2758565e-03
2.7450000e-05,2.2903792e+00,1.2751293e-03
2.7500000e-05,2.2903665e+00,1.2744618e-03
2.7550000e-05,2.2903541e+00,1.2738548e-03
2.7600000e-05,2.2903420e+00,1.2733088e-03
2.7650000e-05,2.2903303e+00,1.2728246e-03
2.7700000e-05,2.2903190e+00,1.2724029e-03
2.7750000e-05,2.2903081e+00,1.2720442e-03
2.7800000e-05,2.2902976e+00,1.2717492e-03
2.7850000e-05,2.2902875e+00,1.2715187e-03
2.7900000e-05,2.2902779e+00,1.2713532e-03
2.7950000e-05,2.2902687e+00,1.2712534e-03
2.8000000e-05,2.2902600e+00,1.2712200e-03
2.8050000e-05,2.2902515e+00,1.2712575e-03
2.8100000e-05,2.2902431e+00,1.2713692e-03
2.8150000e-05,2.2902347e+00,1.2715536e-03
2.8200000e-05,2.2902263e+00,1.2718093e-03
2.8250000e-05,2.2902179e+00,1.2721349e-03
2.8300000e-05,2.2902096e+00,1.2725290e-03
2.8350000e-05,2.2902013e+00,1.2729901e-03
2.8400000e-05,2.2901930e+00,1.2735169e-03
2.8450000e-05,2.2901847e+00,1.2741079e-03
2.8500000e-05,2.2901765e+00,1.2747617e-03
2.8550000e-05,2.2901683e+00,1.2754769e-03
2.8600000e-05,2.2901601e+00,1.2762520e-03
2.8650000e-05,2.2901520e+00,1.2770857e-03
2.8700000e-05,2.2901439e+00,1.2779766e-03
2.8750000e-05,2.2901358e+00,1.2789232e-03
2.8800000e-05,2.2901278e+00,1.2799241e-03
2.8850000e-05,2.2901198e+00,1.2809779e-03
2.8900000e-05,2.2901119e+00,1.2820831e-03
2.8950000e-05,2.2901040e+00,1.2832385e-03
2.9000000e-05,2.2900961e+00,1.2844424e-03
2.9050000e-05,2.2900882e+00,1.2856936e-03
2.9100000e-05,2.2900805e+00,1.2869906e-03
2.9150000e-05,2.2900727e+00,1.2883320e-03
2.9200000e-05,2.2900650e+00,1.2897164e-03
2.9250000e-05,2.2900573e+00,1.2911423e-03
2.9300000e-05,2.2900497e+00,1.2926084e-03
2.9350000e-05,2.2900422e+00,1.2941132e-03
2.9400000e-05,2.2900347e+00,1.2956554e-03
2.9450000e-05,2.2900272e+00,1.2972334e-03
2.9500000e-05,2.2900198e+00,1.2988459e-03
2.9550000e-05,2.2900124e+00,1.3004914e-03
2.9600000e-05,2.2900051e+00,1.3021686e-03
2.9650000e-05,2.2899979e+00,1.3038761e-03
2.9700000e-05,2.2899907e+00,1.3056123e-03
2.9750000e-05,2.2899836e+00,1.3073760e-03
2.9800000e-05,2.2899765e+00,1.3091656e-03
2.9850000e-05,2.2899695e+00,1.3109798e-03
2.9900000e-05,2.2899625e+00,1.3128172e-03
2.9950000e-05,2.2899556e+00,1.3146762e-03
3.0000000e-05,2.2899488e+00,1.3165556e-03
4.0000000e-05,2.2897000e+00,1.5000000e-03
5.0000000e-05,2.2897000e+00,1.5000000e-03
6.0000000e-05,2.2897000e+00,1.5000000e-03
7.0000000e-05,2.2897000e+00,1.5000000e-03
8.0000000e-05,2.2897000e+00,1.5000000e-03
9.0000000e-05,2.2897000e+00,1.5000000e-03
1.0000000e-04,2.2897000e+00,1.5000000e-03
