# Astronomical Silicates according to Draine.
#
# Wavelengths are in meters.
#
#Wavelength,Re(EPS),Im(EPS)
2.5800000e-05,4.0140579e+00,5.1634940e+00
2.5850000e-05,4.0262938e+00,5.1681674e+00
2.5900000e-05,4.0385217e+00,5.1728453e+00
2.5950000e-05,4.0507399e+00,5.1775271e+00
2.6000000e-05,4.0629500e+00,5.1822124e+00
2.6050000e-05,4.0751513e+00,5.1869009e+00
2.6100000e-05,4.0873439e+00,5.1915928e+00
2.6150000e-05,4.0995271e+00,5.1962866e+00
2.6200000e-05,4.1117017e+00,5.2009834e+00
2.6250000e-05,4.1238671e+00,5.2056819e+00
2.6300000e-05,4.1360235e+00,5.2103815e+00
2.6350000e-05,4.1481712e+00,5.2150831e+00
2.6400000e-05,4.1603088e+00,5.2197855e+00
2.6450000e-05,4.1724374e+00,5.2244887e+00
2.6500000e-05,4.1845571e+00,5.2291917e+00
2.6550000e-05,4.1966673e+00,5.2338954e+00
2.6600000e-05,4.2087674e+00,5.2385985e+00
2.6650000e-05,4.2208586e+00,5.2433010e+00
2.6700000e-05,4.2329399e+00,5.2480024e+00
2.6750000e-05,4.2450115e+00,5.2527023e+00
2.6800000e-05,4.2570737e+00,5.2574011e+00
2.6850000e-05,4.2691258e+00,5.2620977e+00
2.6900000e-05,4.2811680e+00,5.2667918e+00
2.6950000e-05,4.2932002e+00,5.2714834e+00
2.7000000e-05,4.3052221e+00,5.2761719e+00
2.7050000e-05,4.3172344e+00,5.2808569e+00
2.7100000e-05,4.3292365e+00,5.2855383e+00
2.7150000e-05,4.3412281e+00,5.2902155e+00
2.7200000e-05,4.3532096e+00,5.2948887e+00
2.7250000e-05,4.3651807e+00,5.2995572e+00
2.7300000e-05,4.3771412e+00,5.3042203e+00
2.7350000e-05,4.3890909e+00,5.3088781e+00
2.7400000e-05,4.4010304e+00,5.3135303e+00
2.7450000e-05,4.4129591e+00,5.3181761e+00
2.7500000e-05,4.4248768e+00,5.3228154e+00
2.7550000e-05,4.4367838e+00,5.3274477e+00
2.7600000e-05,4.4486798e+00,5.3320732e+00
2.7650000e-05,4.4605649e+00,5.3366907e+00
2.7700000e-05,4.4724388e+00,5.3413005e+00
2.7750000e-05,4.4843016e+00,5.3459024e+00
2.7800000e-05,4.4961532e+00,5.3504951e+00
2.7850000e-05,4.5079933e+00,5.3550790e+00
2.7900000e-05,4.5198221e+00,5.3596538e+00
2.7950000e-05,4.5316394e+00,5.3642187e+00
2.8000000e-05,4.5434446e+00,5.3687731e+00
2.8050000e-05,4.5552388e+00,5.3733174e+00
2.8100000e-05,4.5670212e+00,5.3778506e+00
2.8150000e-05,4.5787914e+00,5.3823733e+00
2.8200000e-05,4.5905496e+00,5.3868839e+00
2.8250000e-05,4.6022961e+00,5.3913824e+00
2.8300000e-05,4.6140305e+00,5.3958688e+00
2.8350000e-05,4.6257525e+00,5.4003423e+00
2.8400000e-05,4.6374623e+00,5.4048031e+00
2.8450000e-05,4.6491592e+00,5.4092503e+00
2.8500000e-05,4.6608444e+00,5.4136839e+00
2.8550000e-05,4.6725170e+00,5.4181030e+00
2.8600000e-05,4.6841762e+00,5.4225077e+00
2.8650000e-05,4.6958237e+00,5.4268972e+00
2.8700000e-05,4.7074578e+00,5.4312718e+00
2.8750000e-05,4.7190788e+00,5.4356300e+00
2.8800000e-05,4.7306873e+00,5.4399727e+00
2.8850000e-05,4.7422824e+00,5.4442988e+00
2.8900000e-05,4.7538639e+00,5.4486078e+00
2.8950000e-05,4.7654327e+00,5.4529000e+00
2.9000000e-05,4.7769881e+00,5.4571740e+00
2.9050000e-05,4.7885298e+00,5.4614303e+00
2.9100000e-05,4.8000576e+00,5.4656681e+00
2.9150000e-05,4.8115722e+00,5.4698868e+00
2.9200000e-05,4.8230729e+00,5.4740865e+00
2.9250000e-05,4.8345598e+00,5.4782668e+00
2.9300000e-05,4.8460326e+00,5.4824269e+00
2.9350000e-05,4.8574912e+00,5.4865668e+00
2.9400000e-05,4.8689360e+00,5.4906856e+00
2.9450000e-05,4.8803661e+00,5.4947834e+00
2.9500000e-05,4.8917818e+00,5.4988598e+00
2.9550000e-05,4.9031834e+00,5.5029138e+00
2.9600000e-05,4.9145701e+00,5.5069455e+00
2.9650000e-05,4.9259425e+00,5.5109549e+00
2.9700000e-05,4.9372999e+00,5.5149407e+00
2.9750000e-05,4.9486422e+00,5.5189027e+00
2.9800000e-05,4.9599700e+00,5.5228409e+00
2.9850000e-05,4.9712822e+00,5.5267549e+00
2.9900000e-05,4.9825797e+00,5.5306439e+00
2.9950000e-05,4.9938613e+00,5.5345075e+00
3.0000000e-05,5.0051280e+00,5.5383460e+00
4.0000000e-05,6.9258732e+00,5.8440932e+00
5.0000000e-05,8.2522463e+00,5.5415984e+00
6.0000000e-05,9.2382539e+00,5.0714007e+00
7.0000000e-05,9.9662240e+00,4.5704080e+00
8.0000000e-05,1.0465807e+01,4.0896231e+00
9.0000000e-05,1.0776962e+01,3.6707747e+00
1.0000000e-04,1.0945516e+01,3.3473384e+00
